Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
142590,Air_India,AI-676,Kolkata,Morning,one,Morning,Hyderabad,Economy,26.25,2,15165
271709,Vistara,UK-738,Kolkata,Evening,one,Morning,Hyderabad,Business,14.92,32,52175
75853,Indigo,6E-5202,Mumbai,Early_Morning,one,Morning,Hyderabad,Economy,3.42,39,5728
165919,Air_India,AI-9921,Hyderabad,Evening,one,Morning,Bangalore,Economy,17.0,6,9536
83482,Vistara,UK-944,Mumbai,Afternoon,one,Night,Chennai,Economy,8.08,45,4249
211622,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Business,12.67,46,53164
241932,Vistara,UK-986,Mumbai,Night,one,Morning,Chennai,Business,11.17,8,64509
95307,SpiceJet,SG-401,Bangalore,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.33,10,5177
60605,Air_India,AI-660,Mumbai,Evening,one,Afternoon,Bangalore,Economy,18.5,44,6502
19809,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Economy,8.25,48,4496
199463,Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,Economy,31.08,18,16917
81536,Indigo,6E-236,Mumbai,Evening,one,Night,Chennai,Economy,6.58,32,1890
1708,GO_FIRST,G8-237,Delhi,Afternoon,one,Night,Mumbai,Economy,9.25,11,5954
83578,Vistara,UK-823,Mumbai,Evening,zero,Evening,Chennai,Economy,2.08,46,2900
21615,Air_India,AI-762,Delhi,Night,zero,Night,Kolkata,Economy,2.08,11,5955
191048,Air_India,AI-9894,Chennai,Morning,one,Night,Mumbai,Economy,12.75,28,5740
153691,Air_India,AI-541,Hyderabad,Evening,zero,Evening,Delhi,Economy,2.25,13,6133
268308,Vistara,UK-706,Kolkata,Morning,one,Night,Bangalore,Business,12.42,18,60978
282175,Vistara,UK-870,Hyderabad,Night,one,Evening,Bangalore,Business,22.25,35,56702
295417,Vistara,UK-826,Chennai,Afternoon,one,Morning,Bangalore,Business,20.33,40,44144
248651,Vistara,UK-818,Bangalore,Evening,one,Night,Mumbai,Business,26.33,1,79548
32923,Indigo,6E-2618,Delhi,Afternoon,one,Night,Hyderabad,Economy,7.58,33,2098
208632,Vistara,UK-993,Delhi,Afternoon,zero,Afternoon,Mumbai,Business,2.17,20,34472
295306,Vistara,UK-824,Chennai,Night,one,Early_Morning,Bangalore,Business,11.33,38,44144
253583,Vistara,UK-802,Bangalore,Evening,one,Morning,Kolkata,Business,13.75,13,72268
268650,Vistara,UK-778,Kolkata,Afternoon,one,Morning,Bangalore,Business,17.33,23,79766
21031,Indigo,6E-2083,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.5,7,7908
203616,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Hyderabad,Economy,13.17,13,13758
48518,Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Economy,15.08,29,5269
40489,GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Chennai,Economy,8.0,34,4896
190565,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Economy,11.25,25,4637
137474,Indigo,6E-6488,Kolkata,Morning,one,Night,Bangalore,Economy,11.17,16,6489
126939,Vistara,UK-776,Kolkata,Evening,one,Late_Night,Delhi,Economy,6.58,46,6461
183238,Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Delhi,Economy,7.5,22,5206
80334,Vistara,UK-825,Mumbai,Morning,zero,Morning,Chennai,Economy,2.08,23,6678
57261,Vistara,UK-954,Mumbai,Early_Morning,one,Night,Bangalore,Economy,14.42,26,6450
18335,AirAsia,I5-1529,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.83,41,4499
297920,Air_India,AI-440,Chennai,Early_Morning,one,Afternoon,Kolkata,Business,8.33,46,55377
119497,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Chennai,Economy,17.83,47,6444
120602,Air_India,AI-770,Kolkata,Night,zero,Night,Delhi,Economy,2.5,9,6489
40440,Air_India,AI-868,Delhi,Evening,one,Morning,Chennai,Economy,16.92,34,4251
17775,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,39,3569
296064,Air_India,AI-440,Chennai,Early_Morning,one,Afternoon,Kolkata,Business,30.33,5,55377
3762,Air_India,AI-479,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,20,6724
108967,AirAsia,I5-2472,Bangalore,Early_Morning,zero,Morning,Kolkata,Economy,2.5,45,3393
110819,Vistara,UK-864,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,12.83,12,7813
251571,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.08,35,54684
54308,AirAsia,I5-423,Mumbai,Afternoon,one,Night,Bangalore,Economy,7.5,11,5101
41823,Indigo,6E-2336,Delhi,Early_Morning,one,Morning,Chennai,Economy,5.83,42,3996
88102,Indigo,6E-426,Bangalore,Night,one,Late_Night,Delhi,Economy,5.83,22,3521
66360,SpiceJet,SG-455,Mumbai,Afternoon,one,Night,Kolkata,Economy,5.92,28,5915
23057,Air_India,AI-441,Delhi,Evening,one,Afternoon,Kolkata,Economy,18.33,18,6311
192426,SpiceJet,SG-520,Chennai,Afternoon,one,Afternoon,Mumbai,Economy,23.58,38,6930
252651,Vistara,UK-818,Bangalore,Evening,one,Early_Morning,Mumbai,Business,12.33,47,67004
37752,Air_India,AI-401,Delhi,Early_Morning,one,Evening,Chennai,Economy,12.83,18,7360
113859,Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,12.92,36,6262
250926,Air_India,AI-516,Bangalore,Early_Morning,one,Night,Mumbai,Business,16.33,28,29170
225706,Vistara,UK-873,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,6.33,9,41269
132417,Air_India,AI-770,Kolkata,Night,one,Evening,Mumbai,Economy,19.92,31,8478
248530,Vistara,UK-850,Bangalore,Evening,one,Morning,Delhi,Business,12.67,48,50361
277564,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Business,16.0,7,53947
84208,Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Delhi,Economy,26.42,2,10849
201546,Vistara,UK-836,Chennai,Morning,one,Night,Kolkata,Economy,12.0,39,5937
193144,Indigo,6E-591,Chennai,Morning,one,Evening,Mumbai,Economy,7.42,44,1830
126783,Vistara,UK-772,Kolkata,Morning,one,Evening,Delhi,Economy,7.67,45,6461
38017,SpiceJet,SG-8709,Delhi,Evening,one,Early_Morning,Chennai,Economy,13.08,20,4149
236749,Vistara,UK-944,Mumbai,Afternoon,one,Night,Kolkata,Business,8.08,33,72125
227521,Vistara,UK-853,Mumbai,Afternoon,one,Night,Delhi,Business,5.58,26,53152
118038,Air_India,AI-610,Bangalore,Evening,one,Early_Morning,Chennai,Economy,36.83,31,5148
68836,Air_India,AI-651,Mumbai,Morning,one,Night,Kolkata,Economy,10.25,41,7237
212731,Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,Business,12.08,11,57017
194974,Vistara,UK-824,Chennai,Night,one,Morning,Bangalore,Economy,14.25,17,8414
8639,Air_India,AI-439,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.0,43,3855
41932,Indigo,6E-2005,Delhi,Morning,one,Afternoon,Chennai,Economy,5.42,43,2050
149449,Vistara,UK-706,Kolkata,Morning,one,Night,Chennai,Economy,10.0,17,13014
94772,Vistara,UK-808,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,7.0,6,11205
216692,Air_India,AI-502,Delhi,Afternoon,one,Early_Morning,Kolkata,Business,15.75,14,57405
31954,Indigo,6E-2076,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,10.0,26,5399
198020,Air_India,AI-539,Chennai,Evening,one,Afternoon,Kolkata,Economy,21.5,4,17433
221594,Air_India,AI-429,Delhi,Morning,one,Night,Hyderabad,Business,10.83,45,42546
43447,Air_India,AI-619,Mumbai,Night,one,Morning,Delhi,Economy,12.75,4,9828
221192,Vistara,UK-941,Delhi,Evening,one,Early_Morning,Hyderabad,Business,15.08,38,47217
277214,Air_India,AI-546,Hyderabad,Night,one,Evening,Delhi,Business,22.58,49,42724
264835,Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Mumbai,Business,6.83,14,56991
35675,Air_India,AI-868,Delhi,Evening,one,Early_Morning,Chennai,Economy,13.33,4,11520
205966,Air_India,AI-672,Chennai,Afternoon,one,Early_Morning,Hyderabad,Economy,16.33,41,3878
209484,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Business,11.17,27,53164
218245,Air_India,AI-544,Delhi,Evening,one,Morning,Kolkata,Business,14.83,37,43376
158709,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,13.25,3,15268
76103,GO_FIRST,G8-7536,Mumbai,Afternoon,one,Night,Hyderabad,Economy,10.17,41,3916
134984,GO_FIRST,G8-789,Kolkata,Morning,one,Evening,Mumbai,Economy,8.75,46,5507
297810,Vistara,UK-834,Chennai,Evening,one,Evening,Kolkata,Business,26.42,43,57057
128004,Air_India,AI-765,Kolkata,Evening,one,Evening,Mumbai,Economy,25.08,5,17738
207499,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Business,11.67,9,53164
23504,AirAsia,I5-721,Delhi,Night,one,Morning,Kolkata,Economy,12.25,21,2480
80402,Vistara,UK-950,Mumbai,Night,one,Evening,Chennai,Economy,18.42,24,4348
4891,Indigo,6E-5001,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,26,2410
71670,GO_FIRST,G8-347,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,12.08,12,4262
95421,Air_India,AI-507,Bangalore,Early_Morning,two_or_more,Evening,Mumbai,Economy,13.5,10,12007
103041,AirAsia,I5-1426,Bangalore,Afternoon,two_or_more,Night,Kolkata,Economy,10.33,4,5176
130253,Air_India,AI-765,Kolkata,Evening,one,Morning,Mumbai,Economy,13.17,19,6368
45069,GO_FIRST,G8-349,Mumbai,Morning,one,Evening,Delhi,Economy,7.5,13,5942
168750,GO_FIRST,G8-426,Hyderabad,Night,one,Morning,Bangalore,Economy,10.33,32,6256
274826,Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Delhi,Business,19.17,4,43430
30679,Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,21.5,17,5772
159119,Indigo,6E-5369,Hyderabad,Evening,zero,Evening,Mumbai,Economy,1.5,7,4926
172128,Indigo,6E-6358,Hyderabad,Morning,zero,Afternoon,Kolkata,Economy,2.08,15,6133
175757,Indigo,6E-668,Hyderabad,Evening,one,Night,Kolkata,Economy,5.0,45,2057
245640,Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Delhi,Business,13.08,12,50361
273426,Vistara,UK-738,Kolkata,Evening,one,Night,Chennai,Business,28.0,20,55983
266730,Vistara,UK-738,Kolkata,Evening,two_or_more,Early_Morning,Mumbai,Business,13.17,40,70543
79653,Indigo,6E-5379,Mumbai,Evening,zero,Night,Chennai,Economy,2.08,19,3000
225980,Air_India,AI-888,Mumbai,Evening,zero,Night,Delhi,Business,2.25,12,22140
24899,SpiceJet,SG-8903,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.92,28,9510
96471,GO_FIRST,G8-7547,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.67,16,4853
126947,Vistara,UK-772,Kolkata,Morning,one,Late_Night,Delhi,Economy,13.75,46,6461
22148,Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,23.08,13,13830
136115,Vistara,UK-738,Kolkata,Evening,one,Night,Bangalore,Economy,25.67,6,12389
97973,Indigo,6E-332,Bangalore,Night,zero,Night,Mumbai,Economy,2.0,24,2309
187562,Air_India,AI-539,Chennai,Evening,one,Night,Mumbai,Economy,28.25,1,25833
17120,Indigo,6E-2753,Delhi,Evening,one,Late_Night,Bangalore,Economy,9.17,36,3354
144471,Vistara,UK-776,Kolkata,Evening,one,Early_Morning,Hyderabad,Economy,14.25,19,7572
73314,GO_FIRST,G8-325,Mumbai,Night,one,Morning,Hyderabad,Economy,9.67,23,3282
72938,Air_India,AI-809,Mumbai,Morning,one,Evening,Hyderabad,Economy,9.33,20,4593
57675,Vistara,UK-910,Mumbai,Evening,one,Morning,Bangalore,Economy,15.08,28,7135
295261,Vistara,UK-826,Chennai,Afternoon,one,Morning,Bangalore,Business,20.33,37,44144
26367,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Kolkata,Economy,12.42,36,7221
111246,Air_India,AI-505,Bangalore,Morning,two_or_more,Night,Hyderabad,Economy,13.17,15,15679
158137,Vistara,UK-898,Hyderabad,Early_Morning,one,Afternoon,Delhi,Economy,6.5,46,5823
183252,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,Economy,12.75,22,5606
159489,Air_India,AI-559,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,6.33,10,7774
193432,Vistara,UK-834,Chennai,Evening,one,Morning,Mumbai,Economy,18.17,46,4117
136161,Indigo,6E-375,Kolkata,Early_Morning,one,Morning,Bangalore,Economy,4.67,6,14301
140598,Indigo,6E-822,Kolkata,Morning,zero,Afternoon,Bangalore,Economy,2.75,37,4022
144797,Indigo,6E-379,Kolkata,Early_Morning,one,Morning,Hyderabad,Economy,5.25,22,5699
159543,Air_India,AI-840,Hyderabad,Night,one,Night,Mumbai,Economy,26.58,10,10967
217560,Air_India,AI-415,Delhi,Evening,one,Afternoon,Kolkata,Business,19.42,27,32347
66084,Air_India,AI-809,Mumbai,Morning,one,Night,Kolkata,Economy,12.33,27,4977
299474,Vistara,UK-836,Chennai,Morning,one,Evening,Hyderabad,Business,6.25,35,51457
213742,Vistara,UK-815,Delhi,Morning,zero,Morning,Bangalore,Business,2.75,24,32859
4168,Vistara,UK-811,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.5,22,6296
189504,SpiceJet,SG-520,Chennai,Afternoon,one,Afternoon,Mumbai,Economy,23.58,17,11170
124413,GO_FIRST,G8-7562,Kolkata,Afternoon,one,Night,Delhi,Economy,11.0,31,6324
275158,Air_India,AI-508,Hyderabad,Afternoon,one,Night,Delhi,Business,7.5,10,44583
130296,Air_India,AI-676,Kolkata,Morning,zero,Afternoon,Mumbai,Economy,2.75,20,3723
58521,Air_India,AI-888,Mumbai,Evening,one,Morning,Bangalore,Economy,13.92,33,6082
7705,GO_FIRST,G8-336,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,39,2410
134990,Air_India,AI-770,Kolkata,Night,one,Morning,Mumbai,Economy,13.67,46,5523
217448,Vistara,UK-941,Delhi,Evening,one,Evening,Kolkata,Business,24.08,25,61049
106502,Indigo,6E-541,Bangalore,Morning,one,Evening,Kolkata,Economy,7.83,28,5178
231919,Air_India,AI-611,Mumbai,Morning,one,Afternoon,Bangalore,Business,25.67,24,42546
187876,Indigo,6E-269,Chennai,Morning,one,Evening,Mumbai,Economy,6.67,5,9820
260962,Air_India,AI-503,Bangalore,Evening,one,Afternoon,Chennai,Business,18.83,43,60396
218916,Vistara,UK-975,Delhi,Early_Morning,one,Evening,Kolkata,Business,13.92,46,73481
284526,Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Kolkata,Business,12.67,33,51707
58769,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,9.5,34,7135
44890,Indigo,6E-939,Mumbai,Morning,one,Evening,Delhi,Economy,7.83,12,7903
63504,Indigo,6E-5307,Mumbai,Morning,one,Evening,Kolkata,Economy,6.67,13,11088
38058,Vistara,UK-953,Delhi,Night,one,Morning,Chennai,Economy,12.17,20,4979
182976,Vistara,UK-838,Chennai,Night,zero,Night,Delhi,Economy,2.83,21,2327
82949,Vistara,UK-910,Mumbai,Evening,one,Night,Chennai,Economy,26.67,41,5348
13009,Indigo,6E-2026,Delhi,Morning,zero,Morning,Bangalore,Economy,2.92,17,4500
256497,Air_India,AI-738,Bangalore,Morning,one,Afternoon,Hyderabad,Business,24.58,11,37432
16100,Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Economy,10.58,31,4496
96658,AirAsia,I5-1782,Bangalore,Night,one,Late_Night,Mumbai,Economy,5.67,17,5174
34440,Vistara,UK-943,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,4.75,43,6172
152354,Vistara,UK-776,Kolkata,Evening,one,Morning,Chennai,Economy,15.25,47,7021
158062,GO_FIRST,G8-424,Hyderabad,Morning,zero,Afternoon,Delhi,Economy,2.33,46,2276
289216,Air_India,AI-569,Chennai,Early_Morning,one,Evening,Delhi,Business,11.92,30,45185
229118,Vistara,UK-827,Mumbai,Night,one,Morning,Delhi,Business,12.75,41,51372
118444,AirAsia,I5-2461,Bangalore,Evening,zero,Evening,Chennai,Economy,1.17,36,1603
286094,Air_India,AI-616,Hyderabad,Morning,one,Morning,Chennai,Business,26.5,19,40843
88573,GO_FIRST,G8-7548,Bangalore,Evening,one,Late_Night,Delhi,Economy,5.83,24,4028
102558,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,Economy,16.0,48,6578
92269,Vistara,UK-816,Bangalore,Morning,zero,Afternoon,Delhi,Economy,2.67,41,4502
257868,Air_India,AI-748,Bangalore,Late_Night,one,Night,Hyderabad,Business,18.58,32,44432
95635,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,13.08,11,12738
242529,Vistara,UK-996,Mumbai,Evening,one,Evening,Chennai,Business,21.83,16,64173
209670,Vistara,UK-899,Delhi,Afternoon,one,Morning,Mumbai,Business,19.25,29,41281
194213,Air_India,AI-9894,Chennai,Morning,two_or_more,Evening,Bangalore,Economy,34.0,7,12813
297776,Vistara,UK-824,Chennai,Night,one,Morning,Kolkata,Business,13.17,43,54896
12384,Air_India,AI-805,Delhi,Evening,one,Evening,Bangalore,Economy,22.5,14,7709
282298,Vistara,UK-890,Hyderabad,Evening,one,Morning,Bangalore,Business,15.0,37,63277
236878,Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Kolkata,Business,13.58,36,51405
149972,Vistara,UK-706,Kolkata,Morning,two_or_more,Morning,Chennai,Economy,22.58,22,18305
263767,Air_India,AI-765,Kolkata,Afternoon,one,Morning,Delhi,Business,18.25,46,48079
112092,Vistara,UK-818,Bangalore,Evening,one,Evening,Hyderabad,Economy,21.33,22,6262
1582,Air_India,AI-9645,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,24.83,10,12298
262900,Air_India,AI-573,Kolkata,Evening,one,Night,Delhi,Business,26.33,30,57939
277504,Vistara,UK-870,Hyderabad,Night,one,Evening,Mumbai,Business,19.92,6,53947
219807,Vistara,UK-927,Delhi,Morning,one,Early_Morning,Hyderabad,Business,22.33,14,46097
145820,Vistara,UK-706,Kolkata,Morning,one,Evening,Hyderabad,Economy,6.75,30,10139
299205,Air_India,AI-440,Chennai,Early_Morning,one,Night,Hyderabad,Business,17.42,29,51345
163131,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.67,33,4363
118001,Indigo,6E-6326,Bangalore,Morning,zero,Afternoon,Chennai,Economy,1.17,31,1925
38136,AirAsia,I5-1529,Delhi,Morning,one,Evening,Chennai,Economy,7.83,21,1998
276811,Vistara,UK-874,Hyderabad,Morning,one,Late_Night,Delhi,Business,15.67,41,51875
21854,Indigo,6E-2083,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.5,12,5955
95613,Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Economy,11.5,11,11205
96210,Air_India,AI-501,Bangalore,Afternoon,one,Night,Mumbai,Economy,31.42,14,14370
25956,Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Economy,21.0,34,6578
33270,Vistara,UK-985,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,12.0,35,5772
283742,Air_India,AI-840,Hyderabad,Night,one,Night,Kolkata,Business,25.5,18,51707
164949,GO_FIRST,G8-506,Hyderabad,Night,one,Early_Morning,Mumbai,Economy,11.67,45,3763
210739,Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,Business,7.33,38,63816
67394,GO_FIRST,G8-520,Mumbai,Night,zero,Night,Kolkata,Economy,2.58,34,4499
261918,Air_India,AI-770,Kolkata,Night,zero,Night,Delhi,Business,2.5,13,28510
208688,Air_India,AI-537,Delhi,Evening,one,Morning,Mumbai,Business,15.83,20,50969
87488,Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Delhi,Economy,11.42,19,4111
296762,Air_India,AI-538,Chennai,Night,one,Night,Kolkata,Business,26.0,20,55377
270382,Vistara,UK-708,Kolkata,Night,one,Evening,Hyderabad,Business,23.5,5,52175
33343,Indigo,6E-2348,Delhi,Evening,zero,Night,Hyderabad,Economy,2.33,36,3013
268680,Vistara,UK-708,Kolkata,Night,one,Morning,Bangalore,Business,14.42,24,60978
255066,Vistara,UK-854,Bangalore,Evening,one,Morning,Kolkata,Business,15.25,36,51817
169489,Vistara,UK-876,Hyderabad,Night,one,Morning,Bangalore,Economy,13.17,39,5441
181178,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,Economy,33.5,8,13998
